active_size dormant_size mut_rate_per_base genome_size gens dormancy_number replicates sub_rate evol_distance sub_rate_N evol_distance_N sub_rate_M evol_distance_M
100 100 0.001 100 10000 0 100 0.0 0.0 0.48 0.766238435649 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.35 0.471456494567 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.31 0.399973859714 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.4 0.571605039035 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.4 0.571605039035 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.4 0.571605039035 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.43 0.638814158052 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.4 0.571605039035 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.37 0.509926465357 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.3 0.383119217824 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.39 0.55047688131 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.56 1.02978685078 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.17 0.192783827242 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.4 0.571605039035 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.43 0.638814158052 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.18 0.205827634276 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.36 0.490444850555 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.4 0.571605039035 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.26 0.319250861569 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.46 0.712644212662 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.42 0.615735414052 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.33 0.43486387144 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.24 0.289246860609 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.33 0.43486387144 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.22 0.260397149988 0.0 0.0
